"","REPORT_DATE","X","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM","SUPPNUM","INC_ID","LOG_AREA","npl","DURATION","IMT_RANK","INCIDENT_I","lat","lon","usaf.x","stn_name.x","UYDOY","usaf.y","stn_name.y","YEAR","MONTH","DAY","YDAY","YEARMODA","ELEV_M","TEMP","DEWP","VISIB","WDSP","MXSPD","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"25","20-Oct-08",6243,"2008_ID-NPF-0076_PORCUPINE",NA,NA,1,NA,2008,"ID-NPF-0076","ID",294,1100,"PORCUPINE",2008,"18-Aug-08",231,"18-Aug-08",231,"F",2250,"ACRES","WF","CC","Anderson","5","Type 4 IC","L","Lightning","IDAHO",45.720556,115.098056,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","1-Oct-08",NA,"CHAINS","20-Oct-08","20-Oct-08","20-Oct-08",0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"Federal","ID","ID","F",2350,"F",5.70711026474888,"NFS",0,0,5,2,6,5.70711026474888,1,63,"E","2008_ID-NPF-0076_PORCUPINE",45.720556,-115.098056,725784,"ELK CITY","725784 2008 294",725784,"ELK CITY",2008,10,20,294,"2008-10-20",451.1,9.7,8.4,NA,0.7,3.1,0,0,0,0,0,0,1.1,1.2,91.7
"26","21-Jul-08",6044,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",203,1627,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"I",200,"ACRES","WF","PZ","Sam Hescock","B","FUM2","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P","15-Oct-08",0,"CHAINS","15-Oct-08","15-Oct-08",NA,0,0,0,"N","N","N","Y",4,"< 8",123,73,73,71,24,24,4,"NE",232,63,58,153,23,24,8,"High","High",NA,1,"Federal","ID","ID","D",1435,"F",5.30330490805908,"NFS",0,0,10,3,7,5.30330490805908,5,24,"D","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","30-Jul-08",6071,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",212,1845,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"U",225,"ACRES","WF","PZ","Sam Hescock","B","FUM2","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"High","High",NA,2,"Federal","ID","ID","D",1435,"F",5.30330490805908,"NFS",0,0,10,3,7,5.30330490805908,4,24,"D","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","31-Jul-08",6081,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",213,1750,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"U",350,"ACRES","WF","PZ","Rod Dines (T)","4","Type 3 IC","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,NA,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"High","High",NA,2,"Federal","ID","ID","E",1435,"F",5.30330490805908,"NFS",0,0,4,3,7,5.30330490805908,4,24,"D","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2-Aug-08",6090,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",215,1645,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"U",1415,"ACRES","WF","PZ","Rod Dines (T)","4","Type 3 IC","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,0,0,"N","N","N","Y",144,"WNW",NA,NA,NA,65,22,22,26,"updrainage",232,63,58,105,14,22,8,"High","High",NA,2,"Federal","ID","ID","F",1435,"F",5.30330490805908,"NFS",0,0,4,3,7,5.30330490805908,4,24,"D","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","6-Aug-08",6109,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",219,1645,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"U",1435,"ACRES","WF","PZ","Rod Dines (T)","4","Type 3 IC","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,NA,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"High","High",NA,2,"Federal","ID","ID","F",1435,"F",5.30330490805908,"NFS",0,0,4,3,7,5.30330490805908,4,24,"D","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","10-Aug-08",6137,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",223,1000,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"U",1435,"ACRES","WF","PZ","Rod Dines","5","Type 4 IC","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,0,0,"N","N","N","Y",253,"NW",58,46,45,103,43,43,NA,NA,NA,NA,NA,NA,NA,NA,8,"Low","High",NA,2,"Federal","ID","ID","F",1435,"F",5.30330490805908,"NFS",0,0,5,3,7,5.30330490805908,4,24,"E","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","14-Aug-08",6165,"2008_ID-PAF-008025_RUSH CREEK",NA,NA,1,NA,2008,"ID-PAF-008025","ID",227,1200,"RUSH CREEK",2008,"15-Jul-08",197,"15-Jul-08",197,"F",1435,"ACRES","WF","PZ","Rod Dines","5","Type 4 IC","N","N/A","Valley",44.986111,114.988056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08","15-Oct-08",NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Low","High",NA,NA,"Federal","ID","ID","F",1435,"F",5.30330490805908,"NFS",0,0,5,3,7,5.30330490805908,4,24,"E","2008_ID-PAF-008025_RUSH CREEK",44.986111,-114.988056,722142,"CHALLIS AIRPORT","722142 2008 227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","30-Jul-08",6067,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",212,1700,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"I",686,"ACRES","WF","PZ","HESCOCK","5","Type 4 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",127,"180",106,65,65,17,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2,"High","High",NA,1,"Federal","ID","ID","E",5500,"G",6.53233429222235,"NFS",0,0,5,3,8,6.53233429222235,4,15,"E","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 212",726865,"LEMHI COUNTY AIRPORT",2008,7,30,212,"2008-07-30",1232.6,21.1,3.4,15.1,3.9,13.4,0,0,0,0,0,0,0.8,2.5,32
"34","31-Jul-08",6080,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",213,1745,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",900,"ACRES","WF","PZ","Dines (T)","4","Type 3 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",150,"SW",126,75,75,27,10,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"High","High",NA,1,"Federal","ID","ID","E",5500,"G",6.53233429222235,"NFS",0,0,4,3,8,6.53233429222235,4,15,"D","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 213",726865,"LEMHI COUNTY AIRPORT",2008,7,31,213,"2008-07-31",1232.6,18.9,2.8,15.9,1.6,6.7,0,0,0,0,0,0,0.7,2.2,31.8
"35","2-Aug-08",6089,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",215,1630,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",3315,"ACRES","WF","PZ","Dines (T)","4","Type 3 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",156,"W",100,63,63,69,23,23,26,"updrainage",232,63,58,105,14,22,2,"Medium","High",NA,NA,"Federal","ID","ID","F",5500,"G",6.53233429222235,"NFS",0,0,4,3,8,6.53233429222235,4,15,"D","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 215",726865,"LEMHI COUNTY AIRPORT",2008,8,2,215,"2008-08-02",1232.6,21.3,4.7,14,1.7,7.2,0,1,0,0,1,0,0.9,2.5,36
"36","3-Aug-08",6093,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",216,1630,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",4000,"ACRES","WF","PZ","Dines (T)","4","Type 3 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","Y","Y","N",181,"W",106,65,65,101,41,41,21,"updrainage",219,61,56,102,14,15,2,"Medium","High",4,NA,"Federal","ID","ID","F",5500,"G",6.53233429222235,"NFS",0,0,4,3,8,6.53233429222235,4,15,"D","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 216",726865,"LEMHI COUNTY AIRPORT",2008,8,3,216,"2008-08-03",1232.6,17.7,7.2,13.8,1.9,9.8,0,0,0,0,0,0,1,2,50
"37","4-Aug-08",6099,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",217,1710,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",4200,"ACRES","WF","PZ","Dines (T)","4","Type 3 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","Y","Y","N",217,"SW",125,74,74,71,24,24,162,"upslope",262,71,66,6,4,5,2,"Medium","High",NA,1,"Federal","ID","ID","F",5500,"G",6.53233429222235,"NFS",0,0,4,3,8,6.53233429222235,4,15,"D","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 217",726865,"LEMHI COUNTY AIRPORT",2008,8,4,217,"2008-08-04",1232.6,20.2,4.7,15.8,2.7,7.7,0,0,0,0,0,0,0.9,2.4,37.5
"38","6-Aug-08",6112,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",219,1630,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",5494,"ACRES","WF","PZ","Dines (T)","4","Type 3 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,NA,0,"N","Y","Y","N",239,"W",133,78,78,27,10,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"Medium","High",NA,1,"Federal","ID","ID","G",5500,"G",6.53233429222235,"NFS",0,0,4,3,8,6.53233429222235,4,15,"D","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 219",726865,"LEMHI COUNTY AIRPORT",2008,8,6,219,"2008-08-06",1232.6,22.5,5.1,15,1,4.6,0,0,0,0,0,0,0.9,2.7,33.3
"39","10-Aug-08",6136,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",223,949,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"U",5500,"ACRES","WF","PZ","Dines","5","Type 4 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",253,"NW",58,46,45,103,43,43,NA,NA,NA,NA,NA,NA,NA,NA,2,"Low","High",NA,1,"Federal","ID","ID","G",5500,"G",6.53233429222235,"NFS",0,0,5,3,8,6.53233429222235,4,15,"E","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 223",726865,"LEMHI COUNTY AIRPORT",2008,8,10,223,"2008-08-10",1232.6,16.9,8.8,15.4,0.9,7.7,0,0,0,0,0,0,1.1,1.9,57.9
"40","14-Aug-08",6166,"2008_ID-PAF-008034_CABIN CREEK",NA,NA,1,NA,2008,"ID-PAF-008034","ID",227,1200,"CABIN CREEK",2008,"30-Jul-08",212,"30-Jul-08",212,"F",5500,"ACRES","WF","PZ","Dines","5","Type 4 IC","H","Human","VALLEY",45.143611,114.928056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","30-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Low","High",NA,NA,"Federal","ID","ID","G",5500,"G",6.53233429222235,"NFS",0,0,5,3,8,6.53233429222235,4,15,"E","2008_ID-PAF-008034_CABIN CREEK",45.143611,-114.928056,726865,"LEMHI COUNTY AIRPORT","726865 2008 227",726865,"LEMHI COUNTY AIRPORT",2008,8,14,227,"2008-08-14",1232.6,19.9,5.3,15.8,0.8,5.1,0,0,0,0,0,0,0.9,2.3,39.1
"41","19-Aug-08",6187,"2008_ID-PAF-008053_WESTY",NA,NA,1,NA,2008,"ID-PAF-008053","ID",232,1804,"WESTY",2008,"11-Aug-08",224,"11-Aug-08",224,"U",904,"ACRES","WF","PZ","Rod Dines (T)","B","FUM2","L","Lightning","Valley",45.058889,114.985833,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",79,"WSW",90,61,61,57,18,18,NA,NA,NA,NA,NA,NA,NA,NA,2,"Medium","High",NA,NA,"Federal","ID","ID","E",4320,"F",8.86234196351635,"NFS",0,0,10,3,9,6.80793494369993,4,49,"D","2008_ID-PAF-008053_WESTY",45.058889,-114.985833,722142,"CHALLIS AIRPORT","722142 2008 232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","26-Aug-08",6204,"2008_ID-PAF-008053_WESTY",NA,NA,1,NA,2008,"ID-PAF-008053","ID",239,1420,"WESTY",2008,"11-Aug-08",224,"11-Aug-08",224,"U",4320,"ACRES","WF","PZ","Rod Dines (T)","B","FUM2","L","Lightning","Valley",45.058889,114.985833,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Medium","High",NA,2,"Federal","ID","ID","F",4320,"F",8.86234196351635,"NFS",0,0,10,3,9,6.80793494369993,3,49,"D","2008_ID-PAF-008053_WESTY",45.058889,-114.985833,722142,"CHALLIS AIRPORT","722142 2008 239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","7-Oct-08",6237,"2008_ID-PAF-008053_WESTY",NA,NA,1,NA,2008,"ID-PAF-008053","ID",281,1046,"WESTY",2008,"11-Aug-08",224,"11-Aug-08",224,"F",4320,"ACRES","WF","PZ","Rod Dines (T)","B","FUM2","L","Lightning","Valley",45.058889,114.985833,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Medium","High",NA,NA,"Federal","ID","ID","F",4320,"F",8.86234196351635,"NFS",0,0,10,3,9,6.80793494369993,1,49,"D","2008_ID-PAF-008053_WESTY",45.058889,-114.985833,722142,"CHALLIS AIRPORT","722142 2008 281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","24-Aug-08",6199,"2008_ID-PAF-008064_PEPPER",NA,NA,1,NA,2008,"ID-PAF-008064","ID",237,900,"PEPPER",2008,"21-Aug-08",234,"21-Aug-08",234,"I",1,"ACRES","WF","CC","Rod Dines - T","B","FUM2","L","Lightning","Valley",44.948889,115.353333,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08",NA,NA,0,0,0,"N","N","N","Y",181,"S",48,40,39,111,48,48,NA,NA,NA,NA,NA,NA,NA,NA,8,"Low","Medium",NA,NA,"Federal","ID","ID","B",137,"D",0.693147180559945,"NFS",0,0,10,2,10,0.693147180559945,3,44,"D","2008_ID-PAF-008064_PEPPER",44.948889,-115.353333,725864,"MCCALL MUNICIPAL AIRPORT","725864 2008 237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","29-Aug-08",6214,"2008_ID-PAF-008064_PEPPER",NA,NA,1,NA,2008,"ID-PAF-008064","ID",242,1100,"PEPPER",2008,"21-Aug-08",234,"21-Aug-08",234,"U",137,"ACRES","WF","CC","Sam Hescock","B","FUM2","L","Lightning","Valley",44.948889,115.353333,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08",NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Low","Medium",NA,1,"Federal","ID","ID","D",137,"D",0.693147180559945,"NFS",0,0,10,2,10,0.693147180559945,3,44,"D","2008_ID-PAF-008064_PEPPER",44.948889,-115.353333,725864,"MCCALL MUNICIPAL AIRPORT","725864 2008 242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","7-Oct-08",6236,"2008_ID-PAF-008064_PEPPER",NA,NA,1,NA,2008,"ID-PAF-008064","ID",281,1045,"PEPPER",2008,"21-Aug-08",234,"21-Aug-08",234,"F",137,"ACRES","WF","CC","Sam Hescock","B","FUM2","L","Lightning","Valley",44.948889,115.353333,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P","15-Oct-08",NA,"CHAINS","15-Oct-08",NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Low","Medium",NA,NA,"Federal","ID","ID","D",137,"D",0.693147180559945,"NFS",0,0,10,2,10,0.693147180559945,1,44,"D","2008_ID-PAF-008064_PEPPER",44.948889,-115.353333,725864,"MCCALL MUNICIPAL AIRPORT","725864 2008 281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","8-Aug-08",6124,"2008_ID-SCF-8335_BORDER COMPLEX","BORDER COMPLEX",1,1,NA,2008,"ID-SCF-8254","ID",221,1630,"CAYUSE",2008,"5-Aug-08",218,"18-Jul-08",200,"I",50,"ACRES","WF","CC","Graves","4","Type 3 IC","L","Lightning","Lemhi",45.505278,114.593333,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",16,"P","15-Sep-08",NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",217,"ESE",69,52,52,132,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medium","Medium",NA,NA,"Federal","ID","ID","C",450,"E",1.09861228866811,"NFS",0,0,4,2,12,3.93182563272433,4,11,"D","2008_ID-SCF-8335_BORDER COMPLEX",45.545278,-114.6825,726865,"LEMHI COUNTY AIRPORT","726865 2008 221",726865,"LEMHI COUNTY AIRPORT",2008,8,8,221,"2008-08-08",1232.6,19.4,12.8,15.6,1.5,7.2,0,0,0,0,0,0,1.5,2.3,65.2
"48","14-Aug-08",6167,"2008_ID-SCF-8335_BORDER COMPLEX","BORDER COMPLEX",1,1,NA,2008,"ID-SCF-8254","ID",227,1302,"CAYUSE",2008,"5-Aug-08",218,"18-Jul-08",200,"U",60,"ACRES","WF","CC","Bell","4","Type 3 IC","L","Lightning","Lemhi",45.505278,114.593333,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P","15-Sep-08",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",50,"NNW",79,56,56,89,32,32,314,"East",169,53,53,38,8,15,NA,"Medium","Medium",NA,NA,"Federal","ID","ID","C",450,"E",1.09861228866811,"NFS",0,0,4,2,12,3.93182563272433,4,11,"D","2008_ID-SCF-8335_BORDER COMPLEX",45.545278,-114.6825,726865,"LEMHI COUNTY AIRPORT","726865 2008 227",726865,"LEMHI COUNTY AIRPORT",2008,8,14,227,"2008-08-14",1232.6,19.9,5.3,15.8,0.8,5.1,0,0,0,0,0,0,0.9,2.3,39.1
"49","16-Aug-08",6175,"2008_ID-SCF-8335_BORDER COMPLEX","BORDER COMPLEX",1,1,NA,2008,"ID-SCF-8254","ID",229,1526,"CAYUSE",2008,"5-Aug-08",218,"18-Jul-08",200,"U",150,"ACRES","WF","CC","Bell","4","Type 3 IC","L","Lightning","Lemhi",45.505278,114.593333,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",NA,"P","15-Sep-08",NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",79,"WNW",106,65,65,52,17,17,288,NA,239,64,64,20,73,7,NA,"Medium","Medium",NA,NA,"Federal","ID","ID","D",450,"E",1.09861228866811,"NFS",0,0,4,2,12,3.93182563272433,4,11,"D","2008_ID-SCF-8335_BORDER COMPLEX",45.545278,-114.6825,726865,"LEMHI COUNTY AIRPORT","726865 2008 229",726865,"LEMHI COUNTY AIRPORT",2008,8,16,229,"2008-08-16",1232.6,19.8,4.4,15.8,1,6.7,0,0,0,0,0,0,0.8,2.3,34.8
"50","18-Aug-08",6181,"2008_ID-SCF-8335_BORDER COMPLEX","BORDER COMPLEX",1,1,NA,2008,"ID-SCF-8254","ID",231,1610,"CAYUSE",2008,"5-Aug-08",218,"18-Jul-08",200,"U",345,"ACRES","WF","CC","Bell","4","Type 3 IC","L","Lightning","Lemhi",45.505278,114.593333,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",106000,"M","15-Sep-08",0,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",88,"SE",118,71,71,10,7,7,350,"SW",207,58,63,19,6,20,NA,"High","Medium",NA,NA,"Federal","ID","ID","E",450,"E",1.09861228866811,"NFS",0,0,4,2,12,3.93182563272433,4,11,"D","2008_ID-SCF-8335_BORDER COMPLEX",45.545278,-114.6825,726865,"LEMHI COUNTY AIRPORT","726865 2008 231",726865,"LEMHI COUNTY AIRPORT",2008,8,18,231,"2008-08-18",1232.6,21.8,3.2,15.4,0.7,4.6,0,0,0,0,0,0,0.8,2.6,30.8
